entry_time,exit_time,side,entry,exit,lots,pnl,reason
2022-12-19,2022-12-20,-1,136.68400244140625,136.9243116093359,0.17,-28.425039032025655,stop
2022-12-20,2022-12-21,1,137.0009951171875,136.79425870025764,0.2,-28.96485559064762,stop
2022-12-21,2022-12-23,-1,131.88599829101562,132.69199829101564,0.05,-27.21666666666706,stop
2023-01-06,2023-01-09,1,133.3130068359375,132.98037978132504,0.12,-27.45016436899672,stop
2023-01-09,2023-01-11,-1,131.85599951171875,132.66199951171876,0.05,-27.21666666666706,stop
2023-01-24,2023-01-25,1,130.6030001220703,130.06084164505333,0.07,-25.790728927459206,stop
2023-01-26,2023-01-27,-1,129.23099951171875,130.03699951171876,0.04,-21.773333333333646,stop
2023-01-30,2023-01-31,1,129.86000390625,130.22900390625,0.26,62.139999999999965,tp
2023-02-02,2023-02-03,-1,128.6159940185547,129.4219940185547,0.05,-27.21666666666706,stop
2023-02-06,2023-02-07,1,132.01500268554688,131.20900268554686,0.04,-21.773333333333646,stop
2023-03-13,2023-03-15,-1,134.97399572753906,132.97999572753906,0.04,52.89333333333333,tp
2023-03-31,2023-04-03,1,133.2070040283203,132.45645798981903,0.05,-25.36820128337613,stop
2023-04-04,2023-04-05,-1,132.2929959716797,131.89033386422025,0.24,62.745937193509526,tp
2023-04-10,2023-04-11,1,132.1030001220703,132.5330746688513,0.23,64.3347638397512,tp
2023-04-27,2023-04-28,-1,133.45899633789062,133.61499633789063,0.27,-29.97000000000107,stop
2023-04-28,2023-05-01,1,133.808001953125,134.45490719525228,0.15,63.6405242127275,tp
2023-05-04,2023-05-05,-1,134.53800634765625,134.69400634765626,0.27,-29.97000000000107,stop
2023-05-08,2023-05-10,1,135.20500512695313,134.61934050982586,0.07,-27.821015465939006,stop
2023-05-11,2023-05-12,-1,134.08100561523437,134.8870056152344,0.05,-27.21666666666706,stop
2023-05-15,2023-05-18,1,135.82800622558594,137.82200622558594,0.05,66.11666666666667,tp
2023-06-09,2023-06-12,-1,138.85700659179687,139.3365105388955,0.08,-26.13354384526055,stop
2023-06-12,2023-06-13,1,139.37700219726563,139.22100219726562,0.27,-29.97000000000107,stop
2023-07-10,2023-07-11,-1,142.20299963378906,140.20899963378906,0.05,66.11666666666667,tp
2023-07-24,2023-07-25,1,141.756,140.95,0.05,-27.21666666666706,stop
2023-07-27,2023-07-28,-1,140.36100439453125,140.6443789613666,0.14,-27.428292904633874,stop
2023-07-31,2023-08-01,1,140.76399560546875,142.03636252504822,0.08,67.29956904423832,tp
2023-08-24,2023-08-25,-1,144.66700415039062,144.82300415039063,0.27,-29.97000000000107,stop
2023-08-25,2023-09-01,1,146.07300134277344,145.26700134277343,0.05,-27.21666666666706,stop
2023-09-01,2023-09-04,-1,145.46700720214844,145.6544827270772,0.22,-29.036410322886503,stop
2023-09-04,2023-09-05,1,146.0630068359375,147.04512208557128,0.1,64.77434997558525,tp
2023-10-06,2023-10-09,-1,148.45699743652344,148.74476521019875,0.14,-27.8383255430292,stop
2023-10-09,2023-10-10,1,149.16600366210938,148.72067987150385,0.09,-27.34942743633167,stop
2023-10-10,2023-10-11,-1,148.32099584960937,148.8575039970365,0.07,-25.527046879932634,stop
2023-10-12,2023-10-13,1,149.04199548339844,149.5827424483526,0.18,63.62963579450001,tp
2023-10-31,2023-11-01,-1,149.10499243164062,149.7134671152883,0.06,-24.758987345906846,stop
